!SESSION 2025-04-14 18:22:15.924 -----------------------------------------------
eclipse.buildId=unknown
java.version=1.7.0
java.vendor=Oracle Corporation
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\public_stage1\public_stage1.srcs\sources_1\ip\pcie4_uscale_plus_0\ip_0\hdl\gtwizard_ultrascale_v1_7_gthe4_cpll_cal.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:15.377
!MESSAGE INFO: Tue Apr 15 09:37:15 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\rtl\axi\ddr4_v2_2_carry_or.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:15.408
!MESSAGE INFO: Tue Apr 15 09:37:15 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_2\hdl\fifo_generator_v13_2_rfs.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:15.439
!MESSAGE INFO: Tue Apr 15 09:37:15 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_1\behav\xsim\xsim.dir\xil_defaultlib\sys_clk_wiz.sdb

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:15.470
!MESSAGE INFO: Tue Apr 15 09:37:15 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\Bitstreams\ver2\ver2_tpcie_write_bitstream.log

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:15.502
!MESSAGE INFO: Tue Apr 15 09:37:15 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\imports\multi_ddr_ctrl\MemoryArray.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:15.533
!MESSAGE INFO: Tue Apr 15 09:37:15 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\new\rs485\Aurora_Relink.vhd

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:15.564
!MESSAGE INFO: Tue Apr 15 09:37:15 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_2\behav\xsim\xsim.dir\xil_defaultlib\rx_data_align.sdb

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:15.595
!MESSAGE INFO: Tue Apr 15 09:37:15 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\rtl\axi\ddr4_v2_2_axi_upsizer.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:15.627
!MESSAGE INFO: Tue Apr 15 09:37:15 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\sys_clk_wiz_synth_1\.Vivado_Synthesis.queue.rst

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:15.658
!MESSAGE INFO: Tue Apr 15 09:37:15 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_3\fifo_generator_3_sim_netlist.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:15.689
!MESSAGE INFO: Tue Apr 15 09:37:15 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\rtl\axi\ddr4_v2_2_command_fifo.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:15.720
!MESSAGE INFO: Tue Apr 15 09:37:15 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sim_1\new\sim_source\gty_tx\AXI_to_GI.vhd

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:15.752
!MESSAGE INFO: Tue Apr 15 09:37:15 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\sys_clk_wiz\mmcm_pll_drp_func_us_plus_pll.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:15.783
!MESSAGE INFO: Tue Apr 15 09:37:15 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_1\behav\xsim\xsim.dir\Test_sim_behav\webtalk\.xsim_webtallk.info

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:15.814
!MESSAGE INFO: Tue Apr 15 09:37:15 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\debug_bridge_ddr\bd_0\ip\ip_0\hdl\verilog\xsdbm_v3_0_0_sl_prt_map.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:15.845
!MESSAGE INFO: Tue Apr 15 09:37:15 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\.jobs\vrs_config_21.xml

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:15.877
!MESSAGE INFO: Tue Apr 15 09:37:15 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_3\hdl\fifo_generator_v13_2_rfs.vhd

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:15.908
!MESSAGE INFO: Tue Apr 15 09:37:15 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\ila_1_synth_1\ila_1.dcp

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:15.940
!MESSAGE INFO: Tue Apr 15 09:37:15 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\ila_0\hdl\verilog\xsdbm_v3_0_0_bs_ext.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:15.971
!MESSAGE INFO: Tue Apr 15 09:37:15 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\debug_bridge_ddr\bd_0\ip\ip_0\hdl\verilog\xsdbm_v3_0_0_bsid_ports.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.004
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\ddr4_0_synth_1\dont_touch.xdc

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.037
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_2\fifo_generator_2.dcp

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.072
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\debug_bridge_ddr\bd_0\ip\ip_1\bd_6a9b_lut_buffer_0_stub.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.095
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_3\hdl\blk_mem_gen_v8_4_vhsyn_rfs.vhd

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.126
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\public_stage1\public_stage1.srcs\sources_1\ip\pcie4_uscale_plus_0\source\pcie4_uscale_plus_0_pl_eq.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.158
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_1\behav\xsim\webtalk_4372.backup.log

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.187
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_1\behav\xsim\xsim.dir\Test_sim_behav\xsim.rtti

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.217
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_2\synth\fifo_generator_2.vhd

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.248
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\debug_bridge_ddr\debug_bridge_ddr_ooc.xdc

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.279
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_1\behav\xsim\xsim.dir\xil_defaultlib\gtwizard_ultrascale_0_tx_top.sdb

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.308
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\field_update_scripts\generate_bitstreams.tcl

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.350
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\new\Data_BRAM_to_DDR_HLS\Data_BRAM_to_DDR_HLS.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.366
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\imports\multi_ddr_ctrl\example_design.xdc

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.398
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\new\rs485\ImmeStopReq.vhd

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.429
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\debug_bridge_ddr\bd_0\ip\ip_0\hdl\verilog\xsdbm_v3_0_0_bsid_vec_ports.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.460
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\.jobs\vrs_config_14.xml

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.491
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\bd_0\bd_9054.bmm

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.523
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\bd_0\sim\bd_9054.protoinst

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.561
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\public_stage1\public_stage1.cache\wt\project.wpc

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.584
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sim_1\new\sim_source\gt0\gtwizard_ultrascale_0_prbs_any.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.615
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_3\fifo_generator_3_sim_netlist.vhdl

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.646
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\debug_bridge_ddr\bd_0\ip\ip_1\hdl\lut_buffer_v2_0_vl_rfs.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.677
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\ddr4_0_synth_1\runme.sh

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.709
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\ip_1\rtl\phy\ddr4_phy_v2_2_xiphy.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.740
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\xsim.dir\work\transceiver_8b10b_exdes.sdb

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.771
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\axi_quad_spi_0\hdl\interrupt_control_v3_1_vh_rfs.vhd

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.802
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_1\behav\xsim\xsim.dir\Test_sim_behav\xsimk.exe

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.833
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\ddr4_0.dcp

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.865
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_4\hdl\fifo_generator_v13_2_rfs.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.897
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\synth_1\rundef.js

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.928
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\sim_tlm\top\sim_ddr_v2_0.h

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.959
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\axi_quad_spi_0\netlist\mode_1_memory_1_wb.mem

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:16.990
!MESSAGE INFO: Tue Apr 15 09:37:16 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.gen\sources_1\ip\ila_1\hdl\verilog\xsdbm_v3_0_0_bs_core_ext.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.022
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\sys_clk_wiz\sys_clk_wiz.dcp

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.053
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\.jobs\vrs_config_5.xml

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.084
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\public_stage1\public_stage1.srcs\sources_1\ip\pcie4_uscale_plus_0\ip_0\pcie4_uscale_plus_0_gt.xci

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.115
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\imports\pcie\pio_tx_engine.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.147
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\synth_1\tandem_stage2.vds

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.178
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\synth_1\vivado.pb

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.209
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\ila_0\hdl\fifo_generator_v13_1_vhsyn_rfs.vhd

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.240
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\bd_0\ip\ip_10\bd_9054_iomodule_0_0.xci

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.272
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\DPRAM_I64O256\DPRAM_I64O256_stub.vhdl

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.303
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_1\behav\xsim\xsim.dir\xil_defaultlib\frame_check.vdb

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.334
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_1\fifo_generator_1.xci

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.367
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\mult_gen_0\mult_gen_0.dcp

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.398
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\sys_clk_wiz_synth_1\project.wdf

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.429
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\ila_0_synth_1\ila_0.vds

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.461
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\ila_0_synth_1\ISEWrap.sh

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.493
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sim_1\new\sim_source\gt0\gtwizard_ultrascale_0_example_top_sim.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.524
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_2\behav\xsim\xsim.dir\Test_sim2_behav\xsim.rlx

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.555
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\new\pcie_app\EP_Interrupt.vhd

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.586
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\axi_quad_spi_0\axi_quad_spi_0.xml

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.618
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\axi_crossbar_0\sim\axi_crossbar_0.cpp

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.653
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\public_stage1\public_stage1.srcs\sources_1\ip\pcie4_uscale_plus_0\source\pcie4_uscale_plus_0_bram.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.684
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\gt0\gt_rom_init_tx.dat

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.715
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_1\behav\xsim\xsim.dir\Test_sim_behav\xsim.type

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:37:17.746
!MESSAGE INFO: Tue Apr 15 09:37:17 CST 2025: com.smartbear.ccollab.datamodel.Scm
